Verse,Verse_sans,Translation,Link
6/5,uddhared ātmanātmānaṁnātmānam avasādayetātmaiva hy ātmano bandhurātmaiva ripur ātmanaḥ,"One must deliver himself with the help of his mind, and not degrade himself. The mind is the friend of the conditioned soul, and his enemy as well.",https://vedabase.io/en/library/bg/6/5/
6/6,bandhur ātmātmanas tasyayenātmaivātmanā jitaḥanātmanas tu śatrutvevartetātmaiva śatru-vat,"For him who has conquered the mind, the mind is the best of friends; but for one who has failed to do so, his mind will remain the greatest enemy.",https://vedabase.io/en/library/bg/6/6/
6/7,jitātmanaḥ praśāntasyaparamātmā samāhitaḥśītoṣṇa-sukha-duḥkheṣutathā mānāpamānayoḥ,"For one who has conquered the mind, the Supersoul is already reached, for he has attained tranquillity. To such a man happiness and distress, heat and cold, honor and dishonor are all the same.",https://vedabase.io/en/library/bg/6/7/
6/8,jñāna-vijñāna-tṛptātmākūṭa-stho vijitendriyaḥyukta ity ucyate yogīsama-loṣṭrāśma-kāñcanaḥ,"A person is said to be established in self-realization and is called a yogī [or mystic] when he is fully satisfied by virtue of acquired knowledge and realization. Such a person is situated in transcendence and is self-controlled. He sees everything – whether it be pebbles, stones or gold – as the same.",https://vedabase.io/en/library/bg/6/8/
6/9,suhṛn-mitrāry-udāsīna-madhyastha-dveṣya-bandhuṣusādhuṣv api ca pāpeṣusama-buddhir viśiṣyate,"A person is considered still further advanced when he regards honest well-wishers, affectionate benefactors, the neutral, mediators, the envious, friends and enemies, the pious and the sinners all with an equal mind.",https://vedabase.io/en/library/bg/6/9/
6/10,yogī yuñjīta satatamātmānaṁ rahasi sthitaḥekākī yata-cittātmānirāśīr aparigrahaḥ,"A transcendentalist should always engage his body, mind and self in relationship with the Supreme; he should live alone in a secluded place and should always carefully control his mind. He should be free from desires and feelings of possessiveness.",https://vedabase.io/en/library/bg/6/10/
6/11-12,śucau deśe pratiṣṭhāpyasthiram āsanam ātmanaḥnāty-ucchritaṁ nāti-nīcaṁcailājina-kuśottaram,"To practice yoga, one should go to a secluded place and should lay kuśa grass on the ground and then cover it with a deerskin and a soft cloth. The seat should be neither too high nor too low and should be situated in a sacred place. The yogī should then sit on it very firmly and practice yoga to purify the heart by controlling his mind, senses and activities and fixing the mind on one point.",https://vedabase.io/en/library/bg/6/11-12/
6/13-14,samaṁ kāya-śiro-grīvaṁdhārayann acalaṁ sthiraḥsamprekṣya nāsikāgraṁ svaṁdiśaś cānavalokayan,"One should hold one’s body, neck and head erect in a straight line and stare steadily at the tip of the nose. Thus, with an unagitated, subdued mind, devoid of fear, completely free from sex life, one should meditate upon Me within the heart and make Me the ultimate goal of life.",https://vedabase.io/en/library/bg/6/13-14/
6/15,yuñjann evaṁ sadātmānaṁyogī niyata-mānasaḥśāntiṁ nirvāṇa-paramāṁmat-saṁsthām adhigacchati,"Thus practicing constant control of the body, mind and activities, the mystic transcendentalist, his mind regulated, attains to the kingdom of God [or the abode of Kṛṣṇa] by cessation of material existence.",https://vedabase.io/en/library/bg/6/15/
6/16,nāty-aśnatas tu yogo ’stina caikāntam anaśnataḥna cāti-svapna-śīlasyajāgrato naiva cārjuna,"There is no possibility of one’s becoming a yogī, O Arjuna, if one eats too much or eats too little, sleeps too much or does not sleep enough.",https://vedabase.io/en/library/bg/6/16/
6/17,yuktāhāra-vihārasyayukta-ceṣṭasya karmasuyukta-svapnāvabodhasyayogo bhavati duḥkha-hā,"He who is regulated in his habits of eating, sleeping, recreation and work can mitigate all material pains by practicing the yoga system.",https://vedabase.io/en/library/bg/6/17/
6/18,yadā viniyataṁ cittamātmany evāvatiṣṭhatenispṛhaḥ sarva-kāmebhyoyukta ity ucyate tadā,"When the yogī, by practice of yoga, disciplines his mental activities and becomes situated in transcendence – devoid of all material desires – he is said to be well established in yoga.",https://vedabase.io/en/library/bg/6/18/
6/19,yathā dīpo nivāta-sthoneṅgate sopamā smṛtāyogino yata-cittasyayuñjato yogam ātmanaḥ,"As a lamp in a windless place does not waver, so the transcendentalist, whose mind is controlled, remains always steady in his meditation on the transcendent Self.",https://vedabase.io/en/library/bg/6/19/
6/20-23,yatroparamate cittaṁniruddhaṁ yoga-sevayāyatra caivātmanātmānaṁpaśyann ātmani tuṣyati,"In the stage of perfection called trance, or samādhi, one’s mind is completely restrained from material mental activities by practice of yoga. This perfection is characterized by one’s ability to see the Self by the pure mind and to relish and rejoice in the Self. In that joyous state, one is situated in boundless transcendental happiness, realized through transcendental senses. Established thus, one never departs from the truth, and upon gaining this he thinks there is no greater gain. Being situated in such a position, one is never shaken, even in the midst of greatest difficulty. This indeed is actual freedom from all miseries arising from material contact.",https://vedabase.io/en/library/bg/6/20-23/
6/24,sa niścayena yoktavyoyogo ’nirviṇṇa-cetasāsaṅkalpa-prabhavān kāmāṁstyaktvā sarvān aśeṣataḥ,"One should engage oneself in the practice of yoga with determination and faith and not be deviated from the path. One should abandon, without exception, all material desires born of mental speculation and thus control all the senses on all sides by the mind.",https://vedabase.io/en/library/bg/6/24/
6/25,śanaiḥ śanair uparamedbuddhyā dhṛti-gṛhītayāātma-saṁsthaṁ manaḥ kṛtvāna kiñcid api cintayet,"Gradually, step by step, one should become situated in trance by means of intelligence sustained by full conviction, and thus the mind should be fixed on the Self alone and should think of nothing else.",https://vedabase.io/en/library/bg/6/25/
6/26,yato yato niścalatimanaś cañcalam asthiramtatas tato niyamyaitadātmany eva vaśaṁ nayet,"From wherever the mind wanders due to its flickering and unsteady nature, one must certainly withdraw it and bring it back under the control of the Self.",https://vedabase.io/en/library/bg/6/26/
6/27,praśānta-manasaṁ hy enaṁyoginaṁ sukham uttamamupaiti śānta-rajasaṁbrahma-bhūtam akalmaṣam,"The yogī whose mind is fixed on Me verily attains the highest perfection of transcendental happiness. He is beyond the mode of passion, he realizes his qualitative identity with the Supreme, and thus he is freed from all reactions to past deeds.",https://vedabase.io/en/library/bg/6/27/
6/28,yuñjann evaṁ sadātmānaṁyogī vigata-kalmaṣaḥsukhena brahma-saṁsparśamatyantaṁ sukham aśnute,"Thus the self-controlled yogī, constantly engaged in yoga practice, becomes free from all material contamination and achieves the highest stage of perfect happiness in transcendental loving service to the Lord.",https://vedabase.io/en/library/bg/6/28/
6/29,sarva-bhūta-stham ātmānaṁsarva-bhūtāni cātmaniīkṣate yoga-yuktātmāsarvatra sama-darśanaḥ,"A true yogī observes Me in all beings and also sees every being in Me. Indeed, the self-realized person sees Me, the same Supreme Lord, everywhere.",https://vedabase.io/en/library/bg/6/29/
6/30,yo māṁ paśyati sarvatrasarvaṁ ca mayi paśyatitasyāhaṁ na praṇaśyāmisa ca me na praṇaśyati,"For one who sees Me everywhere and sees everything in Me, I am never lost, nor is he ever lost to Me.",https://vedabase.io/en/library/bg/6/30/
6/31,sarva-bhūta-sthitaṁ yo māṁbhajaty ekatvam āsthitaḥsarvathā vartamāno ’pisa yogī mayi vartate,"Such a yogī, who engages in the worshipful service of the Supersoul, knowing that I and the Supersoul are one, remains always in Me in all circumstances.",https://vedabase.io/en/library/bg/6/31/
6/32,ātmaupamyena sarvatrasamaṁ paśyati yo ’rjunasukhaṁ vā yadi vā duḥkhaṁsa yogī paramo mataḥ,"He is a perfect yogī who, by comparison to his own self, sees the true equality of all beings, in both their happiness and their distress, O Arjuna!",https://vedabase.io/en/library/bg/6/32/
6/33,arjuna uvācayo ’yaṁ yogas tvayā proktaḥsāmyena madhusūdanaetasyāhaṁ na paśyāmicañcalatvāt sthitiṁ sthirām,"Arjuna said: O Madhusūdana, the system of yoga which You have summarized appears impractical and unendurable to me, for the mind is restless and unsteady.",https://vedabase.io/en/library/bg/6/33/
6/34,cañcalaṁ hi manaḥ kṛṣṇapramāthi balavad dṛḍhamtasyāhaṁ nigrahaṁ manyevāyor iva su-duṣkaram,"The mind is restless, turbulent, obstinate and very strong, O Kṛṣṇa, and to subdue it, I think, is more difficult than controlling the wind.",https://vedabase.io/en/library/bg/6/34/
6/35,śrī-bhagavān uvācaasaṁśayaṁ mahā-bāhomano durnigrahaṁ calamabhyāsena tu kaunteyavairāgyeṇa ca gṛhyate,"Lord Śrī Kṛṣṇa said: O mighty-armed son of Kuntī, it is undoubtedly very difficult to curb the restless mind, but it is possible by suitable practice and by detachment.",https://vedabase.io/en/library/bg/6/35/
6/36,asaṁyatātmanā yogoduṣprāpa iti me matiḥvaśyātmanā tu yatatāśakyo ’vāptum upāyataḥ,"For one whose mind is unbridled, self-realization is difficult work. But he whose mind is controlled and who strives by appropriate means is assured of success. That is My opinion.",https://vedabase.io/en/library/bg/6/36/
6/37,arjuna uvācaayatiḥ śraddhayopetoyogāc calita-mānasaḥaprāpya yoga-saṁsiddhiṁkāṁ gatiṁ kṛṣṇa gacchati,"Arjuna said: O Kṛṣṇa, what is the destination of the unsuccessful transcendentalist, who in the beginning takes to the process of self-realization with faith but who later desists due to worldly-mindedness and thus does not attain perfection in mysticism?",https://vedabase.io/en/library/bg/6/37/
6/38,kaccin nobhaya-vibhraṣṭaśchinnābhram iva naśyatiapratiṣṭho mahā-bāhovimūḍho brahmaṇaḥ pathi,"O mighty-armed Kṛṣṇa, does not such a man, who is bewildered from the path of transcendence, fall away from both spiritual and material success and perish like a riven cloud, with no position in any sphere?",https://vedabase.io/en/library/bg/6/38/
6/39,etan me saṁśayaṁ kṛṣṇachettum arhasy aśeṣataḥtvad-anyaḥ saṁśayasyāsyachettā na hy upapadyate,"This is my doubt, O Kṛṣṇa, and I ask You to dispel it completely. But for You, no one is to be found who can destroy this doubt.",https://vedabase.io/en/library/bg/6/39/
6/40,śrī-bhagavān uvācapārtha naiveha nāmutravināśas tasya vidyatena hi kalyāṇa-kṛt kaściddurgatiṁ tāta gacchati,"The Supreme Personality of Godhead said: Son of Pṛthā, a transcendentalist engaged in auspicious activities does not meet with destruction either in this world or in the spiritual world; one who does good, My friend, is never overcome by evil.",https://vedabase.io/en/library/bg/6/40/
6/41,prāpya puṇya-kṛtāṁ lokānuṣitvā śāśvatīḥ samāḥśucīnāṁ śrīmatāṁ geheyoga-bhraṣṭo ’bhijāyate,"The unsuccessful yogī, after many, many years of enjoyment on the planets of the pious living entities, is born into a family of righteous people, or into a family of rich aristocracy.",https://vedabase.io/en/library/bg/6/41/
6/42,atha vā yoginām evakule bhavati dhīmatāmetad dhi durlabha-taraṁloke janma yad īdṛśam,"Or [if unsuccessful after long practice of yoga] he takes his birth in a family of transcendentalists who are surely great in wisdom. Certainly, such a birth is rare in this world.",https://vedabase.io/en/library/bg/6/42/
6/43,tatra taṁ buddhi-saṁyogaṁlabhate paurva-dehikamyatate ca tato bhūyaḥsaṁsiddhau kuru-nandana,"On taking such a birth, he revives the divine consciousness of his previous life, and he again tries to make further progress in order to achieve complete success, O son of Kuru.",https://vedabase.io/en/library/bg/6/43/
6/44,pūrvābhyāsena tenaivahriyate hy avaśo ’pi saḥjijñāsur api yogasyaśabda-brahmātivartate,"By virtue of the divine consciousness of his previous life, he automatically becomes attracted to the yogic principles – even without seeking them. Such an inquisitive transcendentalist stands always above the ritualistic principles of the scriptures.",https://vedabase.io/en/library/bg/6/44/
